sample_id,scenario,category,label,video_path,sensor_path,is_accident,split
17,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_02.mp4,data/telematics/sensors/telematics_sharp_turn_02.csv,False,train
18,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_03.mp4,data/telematics/sensors/telematics_sharp_turn_03.csv,False,train
19,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_04.mp4,data/telematics/sensors/telematics_sharp_turn_04.csv,False,train
20,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_05.mp4,data/telematics/sensors/telematics_sharp_turn_05.csv,False,train
21,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_06.mp4,data/telematics/sensors/telematics_sharp_turn_06.csv,False,train
22,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_07.mp4,data/telematics/sensors/telematics_sharp_turn_07.csv,False,test
23,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_08.mp4,data/telematics/sensors/telematics_sharp_turn_08.csv,False,test
24,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_09.mp4,data/telematics/sensors/telematics_sharp_turn_09.csv,False,val
25,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_10.mp4,data/telematics/sensors/telematics_sharp_turn_10.csv,False,train
26,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_11.mp4,data/telematics/sensors/telematics_sharp_turn_11.csv,False,train
27,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_12.mp4,data/telematics/sensors/telematics_sharp_turn_12.csv,False,train
28,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_13.mp4,data/telematics/sensors/telematics_sharp_turn_13.csv,False,train
29,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_14.mp4,data/telematics/sensors/telematics_sharp_turn_14.csv,False,val
30,telematics_sharp_turn,normal,0,data/telematics/videos/telematics_sharp_turn_15.mp4,data/telematics/sensors/telematics_sharp_turn_15.csv,False,train
31,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_01.mp4,data/telematics/sensors/telematics_speedbump_01.csv,False,train
32,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_02.mp4,data/telematics/sensors/telematics_speedbump_02.csv,False,train
33,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_03.mp4,data/telematics/sensors/telematics_speedbump_03.csv,False,train
34,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_04.mp4,data/telematics/sensors/telematics_speedbump_04.csv,False,train
35,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_05.mp4,data/telematics/sensors/telematics_speedbump_05.csv,False,train
36,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_06.mp4,data/telematics/sensors/telematics_speedbump_06.csv,False,train
37,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_07.mp4,data/telematics/sensors/telematics_speedbump_07.csv,False,test
38,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_08.mp4,data/telematics/sensors/telematics_speedbump_08.csv,False,test
39,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_09.mp4,data/telematics/sensors/telematics_speedbump_09.csv,False,val
40,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_10.mp4,data/telematics/sensors/telematics_speedbump_10.csv,False,train
41,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_11.mp4,data/telematics/sensors/telematics_speedbump_11.csv,False,train
42,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_12.mp4,data/telematics/sensors/telematics_speedbump_12.csv,False,train
43,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_13.mp4,data/telematics/sensors/telematics_speedbump_13.csv,False,train
44,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_14.mp4,data/telematics/sensors/telematics_speedbump_14.csv,False,val
45,telematics_speedbump,normal,0,data/telematics/videos/telematics_speedbump_15.mp4,data/telematics/sensors/telematics_speedbump_15.csv,False,train
46,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_01.mp4,data/telematics/sensors/telematics_pothole_01.csv,False,train
47,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_02.mp4,data/telematics/sensors/telematics_pothole_02.csv,False,train
48,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_03.mp4,data/telematics/sensors/telematics_pothole_03.csv,False,train
49,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_04.mp4,data/telematics/sensors/telematics_pothole_04.csv,False,train
50,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_05.mp4,data/telematics/sensors/telematics_pothole_05.csv,False,train
51,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_06.mp4,data/telematics/sensors/telematics_pothole_06.csv,False,train
52,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_07.mp4,data/telematics/sensors/telematics_pothole_07.csv,False,test
53,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_08.mp4,data/telematics/sensors/telematics_pothole_08.csv,False,test
54,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_09.mp4,data/telematics/sensors/telematics_pothole_09.csv,False,val
55,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_10.mp4,data/telematics/sensors/telematics_pothole_10.csv,False,train
56,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_11.mp4,data/telematics/sensors/telematics_pothole_11.csv,False,train
57,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_12.mp4,data/telematics/sensors/telematics_pothole_12.csv,False,train
58,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_13.mp4,data/telematics/sensors/telematics_pothole_13.csv,False,train
59,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_14.mp4,data/telematics/sensors/telematics_pothole_14.csv,False,val
60,telematics_pothole,normal,0,data/telematics/videos/telematics_pothole_15.mp4,data/telematics/sensors/telematics_pothole_15.csv,False,train
61,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_01.mp4,data/telematics/sensors/telematics_hard_brake_01.csv,False,train
62,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_02.mp4,data/telematics/sensors/telematics_hard_brake_02.csv,False,train
63,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_03.mp4,data/telematics/sensors/telematics_hard_brake_03.csv,False,train
64,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_04.mp4,data/telematics/sensors/telematics_hard_brake_04.csv,False,train
65,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_05.mp4,data/telematics/sensors/telematics_hard_brake_05.csv,False,train
66,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_06.mp4,data/telematics/sensors/telematics_hard_brake_06.csv,False,train
67,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_07.mp4,data/telematics/sensors/telematics_hard_brake_07.csv,False,test
68,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_08.mp4,data/telematics/sensors/telematics_hard_brake_08.csv,False,test
69,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_09.mp4,data/telematics/sensors/telematics_hard_brake_09.csv,False,val
70,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_10.mp4,data/telematics/sensors/telematics_hard_brake_10.csv,False,train
71,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_11.mp4,data/telematics/sensors/telematics_hard_brake_11.csv,False,train
72,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_12.mp4,data/telematics/sensors/telematics_hard_brake_12.csv,False,train
73,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_13.mp4,data/telematics/sensors/telematics_hard_brake_13.csv,False,train
74,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_14.mp4,data/telematics/sensors/telematics_hard_brake_14.csv,False,val
75,telematics_hard_brake,normal,0,data/telematics/videos/telematics_hard_brake_15.mp4,data/telematics/sensors/telematics_hard_brake_15.csv,False,train
76,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_01.mp4,data/telematics/sensors/telematics_frontal_crash_01.csv,True,train
77,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_02.mp4,data/telematics/sensors/telematics_frontal_crash_02.csv,True,train
78,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_03.mp4,data/telematics/sensors/telematics_frontal_crash_03.csv,True,train
79,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_04.mp4,data/telematics/sensors/telematics_frontal_crash_04.csv,True,train
80,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_05.mp4,data/telematics/sensors/telematics_frontal_crash_05.csv,True,train
81,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_06.mp4,data/telematics/sensors/telematics_frontal_crash_06.csv,True,train
82,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_07.mp4,data/telematics/sensors/telematics_frontal_crash_07.csv,True,test
83,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_08.mp4,data/telematics/sensors/telematics_frontal_crash_08.csv,True,test
84,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_09.mp4,data/telematics/sensors/telematics_frontal_crash_09.csv,True,val
85,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_10.mp4,data/telematics/sensors/telematics_frontal_crash_10.csv,True,train
86,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_11.mp4,data/telematics/sensors/telematics_frontal_crash_11.csv,True,train
87,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_12.mp4,data/telematics/sensors/telematics_frontal_crash_12.csv,True,train
88,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_13.mp4,data/telematics/sensors/telematics_frontal_crash_13.csv,True,train
89,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_14.mp4,data/telematics/sensors/telematics_frontal_crash_14.csv,True,val
90,telematics_frontal_crash,accident,1,data/telematics/videos/telematics_frontal_crash_15.mp4,data/telematics/sensors/telematics_frontal_crash_15.csv,True,train
91,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_01.mp4,data/telematics/sensors/telematics_tbone_collision_01.csv,True,train
92,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_02.mp4,data/telematics/sensors/telematics_tbone_collision_02.csv,True,train
93,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_03.mp4,data/telematics/sensors/telematics_tbone_collision_03.csv,True,train
94,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_04.mp4,data/telematics/sensors/telematics_tbone_collision_04.csv,True,train
95,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_05.mp4,data/telematics/sensors/telematics_tbone_collision_05.csv,True,train
96,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_06.mp4,data/telematics/sensors/telematics_tbone_collision_06.csv,True,train
97,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_07.mp4,data/telematics/sensors/telematics_tbone_collision_07.csv,True,test
98,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_08.mp4,data/telematics/sensors/telematics_tbone_collision_08.csv,True,test
99,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_09.mp4,data/telematics/sensors/telematics_tbone_collision_09.csv,True,val
100,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_10.mp4,data/telematics/sensors/telematics_tbone_collision_10.csv,True,train
101,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_11.mp4,data/telematics/sensors/telematics_tbone_collision_11.csv,True,train
102,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_12.mp4,data/telematics/sensors/telematics_tbone_collision_12.csv,True,train
103,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_13.mp4,data/telematics/sensors/telematics_tbone_collision_13.csv,True,train
104,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_14.mp4,data/telematics/sensors/telematics_tbone_collision_14.csv,True,val
105,telematics_tbone_collision,accident,1,data/telematics/videos/telematics_tbone_collision_15.mp4,data/telematics/sensors/telematics_tbone_collision_15.csv,True,train
106,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_01.mp4,data/telematics/sensors/telematics_rearend_crash_01.csv,True,train
107,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_02.mp4,data/telematics/sensors/telematics_rearend_crash_02.csv,True,train
108,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_03.mp4,data/telematics/sensors/telematics_rearend_crash_03.csv,True,train
109,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_04.mp4,data/telematics/sensors/telematics_rearend_crash_04.csv,True,train
110,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_05.mp4,data/telematics/sensors/telematics_rearend_crash_05.csv,True,train
111,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_06.mp4,data/telematics/sensors/telematics_rearend_crash_06.csv,True,train
112,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_07.mp4,data/telematics/sensors/telematics_rearend_crash_07.csv,True,test
113,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_08.mp4,data/telematics/sensors/telematics_rearend_crash_08.csv,True,test
114,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_09.mp4,data/telematics/sensors/telematics_rearend_crash_09.csv,True,val
115,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_10.mp4,data/telematics/sensors/telematics_rearend_crash_10.csv,True,train
116,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_11.mp4,data/telematics/sensors/telematics_rearend_crash_11.csv,True,train
117,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_12.mp4,data/telematics/sensors/telematics_rearend_crash_12.csv,True,train
118,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_13.mp4,data/telematics/sensors/telematics_rearend_crash_13.csv,True,train
119,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_14.mp4,data/telematics/sensors/telematics_rearend_crash_14.csv,True,val
120,telematics_rearend_crash,accident,1,data/telematics/videos/telematics_rearend_crash_15.mp4,data/telematics/sensors/telematics_rearend_crash_15.csv,True,train
