timestamp_ms,ax,ay,az,gx,gy,gz,speed_kmh,label
2840,-0.1907,0.0435,9.586,0.076,0.1154,0.0597,34.8,0
2860,-0.2345,0.0647,9.6725,0.0621,0.1375,0.0641,34.8,0
2880,-0.1635,0.1397,9.7074,0.0619,0.1291,0.0676,34.9,0
2900,-0.1993,0.1771,9.6293,0.0576,0.1335,0.0652,34.9,0
2920,-0.2034,0.0907,9.5095,0.0822,0.1378,0.0583,35.0,0
2940,-0.1974,0.1598,9.6486,0.066,0.1393,0.0549,35.0,0
2960,-0.2923,0.175,9.5584,0.0737,0.1197,0.0474,35.1,0
2980,-0.2102,0.1464,9.5644,0.0703,0.1405,0.083,35.1,0
3000,-0.1837,0.0652,9.5928,0.0744,0.1281,0.0782,35.2,0
3020,-0.0773,0.1402,9.5767,0.0577,0.132,0.0743,35.2,0
3040,-0.0465,0.1974,9.55,0.0634,0.1331,0.0632,35.2,0
3060,-0.1748,0.1005,9.5279,0.0773,0.1297,0.0689,35.2,0
3080,-0.1208,0.1139,9.5079,0.0823,0.1361,0.0666,35.2,0
3100,-0.2278,0.1052,9.5761,0.0772,0.119,0.0759,35.3,0
3120,-0.1679,0.197,9.4492,0.0828,0.1291,0.0738,35.3,0
3140,-0.0709,0.1122,9.4511,0.0626,0.1173,0.0695,35.3,0
3160,-0.1854,0.166,9.4647,0.0765,0.1103,0.0313,35.3,0
3180,-0.1272,0.031,9.5011,0.0659,0.1158,0.0854,35.3,0
3200,-0.0744,0.0103,9.4819,0.0667,0.1131,0.0737,35.3,0
3220,-0.0305,-0.018,9.5524,0.0685,0.1305,0.0576,35.3,0
3240,-0.1687,-0.0771,9.4947,0.0711,0.1071,0.0598,35.3,0
3260,-0.0887,0.004,9.4855,0.07,0.114,0.0517,35.3,0
3280,-0.0725,0.0454,9.5017,0.0666,0.0923,0.0569,35.4,0
3300,0.0182,0.0416,9.4924,0.0828,0.0892,0.0518,35.4,0
3320,-0.1188,-0.0358,9.5131,0.0893,0.0737,0.0698,35.4,0
3340,-0.0795,-0.0097,9.4436,0.0838,0.0895,0.0491,35.4,0
3360,-0.1117,-0.0681,9.4423,0.0845,0.0879,0.0559,35.4,0
3380,-0.1473,-0.0451,9.3549,0.0859,0.0651,0.0552,35.4,0
3400,-0.0482,-0.0697,9.3956,0.0762,0.079,0.0599,35.4,0
3420,-0.1451,-0.0465,9.3782,0.0623,0.0895,0.0592,35.4,0
3440,-0.0478,-0.0697,9.4302,0.1001,0.0724,0.0545,35.5,0
3460,-0.1046,-0.0814,9.3929,0.0593,0.0586,0.0685,35.5,0
3480,-0.0016,-0.1215,9.5117,0.0694,0.076,0.0432,35.5,0
3500,0.0096,-0.15,9.5186,0.0735,0.0546,0.0552,35.5,0
3520,-0.0158,-0.0645,9.476,0.0781,0.0774,0.0522,35.5,0
3540,-0.037,-0.1944,9.4585,0.0764,0.0571,0.0649,35.5,0
3560,0.0495,-0.1337,9.4914,0.0681,0.0485,0.0427,35.5,0
3580,0.035,-0.1492,9.3942,0.0579,0.0372,0.0604,35.5,0
3600,-0.0716,-0.1686,9.4271,0.0749,0.0366,0.0513,35.5,0
3620,0.0275,-0.1636,9.3651,0.0727,0.0412,0.0513,35.6,0
3640,0.0221,-0.2432,9.4234,0.076,0.0379,0.0368,35.6,0
3660,0.0004,-0.2238,9.3962,0.0764,0.0356,0.0471,35.6,0
3680,-0.0878,-0.2061,9.4282,0.0634,0.0285,0.0488,35.6,0
3700,-0.0785,-0.1486,9.4146,0.0599,0.0301,0.0386,35.6,0
3720,-0.0046,-0.2789,9.478,0.0447,0.0217,0.0456,35.6,0
3740,0.0567,-0.2547,9.4193,0.073,0.0099,0.0436,35.6,0
3760,0.0338,-0.1676,9.4302,0.0781,0.0127,0.0416,35.6,0
3780,0.1034,-0.252,9.3245,0.0699,0.0214,0.0393,35.7,0
3800,0.0262,-0.339,9.3538,0.092,0.01,0.0405,35.7,0
3820,0.0518,-0.3517,9.4623,0.0748,-0.0007,0.0329,35.7,0
3840,0.047,-0.2622,9.4606,0.0724,0.0098,0.0468,35.7,0
3860,0.0329,-0.3698,9.3974,0.0595,-0.0184,0.0366,35.7,0
3880,0.0586,-0.3082,9.3348,0.0756,0.001,0.0398,35.7,0
3900,0.0414,-0.3898,9.3333,0.0509,-0.0074,0.0315,35.7,0
3920,-0.0009,-0.2908,9.3722,0.0788,0.0138,0.0403,35.7,0
3940,0.148,-0.3918,9.3826,0.0915,-0.0052,0.0509,35.7,0
3960,0.0787,-0.3307,9.3573,0.0762,-0.0028,0.052,35.8,0
3980,0.0326,-0.3364,9.4889,0.0734,-0.0056,0.0348,35.8,0
4000,0.161,-0.43,9.2745,0.0787,-0.0112,0.0355,35.8,0
4020,0.0658,-0.3754,9.407,0.0742,-0.035,0.0201,35.6,0
4040,0.1262,-0.3982,9.33,0.0762,-0.0124,0.0495,35.4,0
4060,0.0557,-0.3695,9.4082,0.0536,-0.0262,0.0332,35.2,0
4080,0.0061,-0.3972,9.4697,0.0555,-0.0215,0.0448,35.0,0
4100,-0.0798,-0.4451,9.473,0.073,-0.0055,0.0418,34.8,0
4120,-0.0353,-0.4744,9.4332,0.0614,-0.0215,0.0558,34.6,0
4140,-0.0583,-0.5201,9.3601,0.0559,-0.0189,0.046,34.4,0
4160,-0.0247,-0.4118,9.4278,0.0415,-0.0087,0.0361,34.2,0
4180,-0.084,-0.4044,9.5234,0.0497,-0.0125,0.0494,34.0,0
4200,-0.136,-0.5087,9.4698,0.044,-0.0069,0.0434,33.8,0
4220,-0.0168,-0.4602,9.461,0.0526,-0.0042,0.0537,33.6,0
4240,-0.1498,-0.4741,9.5129,0.0666,-0.0161,0.0325,33.4,0
4260,-0.1545,-0.483,9.5282,0.0513,-0.0048,0.0309,33.2,0
4280,-0.0983,-0.477,9.5249,0.0452,-0.0137,0.0456,33.0,0
4300,-0.2116,-0.4952,9.5082,0.0523,-0.0057,0.0357,32.8,0
4320,-0.157,-0.4732,9.5754,0.0297,-0.0013,0.042,32.6,0
4340,-0.1203,-0.4907,9.5027,0.0454,-0.0026,0.0349,32.4,0
4360,-0.2357,-0.4917,9.513,0.0497,0.0014,0.0468,32.2,0
4380,-0.1143,-0.6244,9.5296,0.0122,-0.0219,0.0288,32.0,0
4400,-0.2343,-0.4453,9.4884,0.0168,-0.0149,0.0294,31.8,0
4420,-0.1974,-0.513,9.576,0.04,0.0009,0.0347,31.6,0
4440,-0.2542,-0.5822,9.615,0.036,0.0005,0.0497,31.4,0
4460,-0.2384,-0.5906,9.6047,0.0262,-0.0068,0.0568,31.2,0
4480,-0.2494,-0.5753,9.5271,0.0345,-0.0075,0.0669,31.0,0
4500,-0.2778,-0.5636,9.5653,0.0442,-0.0115,0.0588,30.8,0
4520,-0.3724,-0.5609,9.6036,0.0098,0.0099,0.0328,30.7,0
4540,-0.2642,-0.5825,9.7323,-0.0046,-0.0194,0.0503,30.5,0
4560,-0.2656,-0.6231,9.6355,0.0083,0.0014,0.0526,30.3,0
4580,-0.3645,-0.579,9.6249,0.0238,0.0031,0.0402,30.1,0
4600,-0.3023,-0.5648,9.6857,0.0194,-0.0009,0.0541,29.9,0
4620,-0.3213,-0.6105,9.705,0.0131,0.0006,0.037,29.7,0
4640,-0.3814,-0.5908,9.7202,0.0035,-0.0026,0.0614,29.5,0
4660,-0.3758,-0.6231,9.7403,0.0096,0.007,0.0582,29.3,0
4680,-0.485,-0.6445,9.7681,0.0117,0.0137,0.0481,29.1,0
4700,-0.4275,-0.6964,9.8112,-0.0094,-0.0104,0.0326,28.9,0
4720,-0.391,-0.5917,9.6184,-0.0029,0.0183,0.077,28.7,0
4740,-0.3473,-0.5971,9.8239,-0.0007,0.0218,0.0404,28.5,0
4760,-0.4073,-0.74,9.8776,-0.0125,0.0108,0.0453,28.3,0
4780,-0.5101,-0.6739,9.6917,0.0046,0.0121,0.0617,28.1,0
4800,-0.4478,-0.6136,9.8388,-0.0098,0.0002,0.0493,27.9,0
4820,-0.4236,-0.6694,9.7684,0.0019,0.0038,0.0694,27.7,0
4840,-0.4873,-0.8221,9.8208,-0.0208,-0.0201,0.0629,27.5,0
4860,-0.5118,-0.7403,9.8342,-0.0095,0.0248,0.0682,27.3,0
4880,-0.5874,-0.7581,9.8561,-0.007,-0.0031,0.0534,27.1,0
4900,-0.5018,-0.7179,9.8751,-0.0083,0.0273,0.0795,26.9,0
4920,-0.6032,-0.7164,9.9054,-0.0324,0.0119,0.0873,26.7,0
4940,-0.5434,-0.7091,9.8534,-0.0109,0.0121,0.0471,26.5,0
4960,-0.5684,-0.757,9.8017,-0.0209,0.0163,0.0527,26.3,0
4980,-0.6001,-0.6665,9.9145,-0.0271,0.0246,0.0652,26.1,0
5000,-0.5821,-0.7751,9.9272,-0.0308,0.0164,0.0649,25.9,0
